subject,date,group,culture,age,sex,season1_copies,s1_copybest,season2_copies,s2_copybest,season3_copies,s3_copybest,total_copies,copy_frequency_s1,copy_frequency_s2,copy_frequency_s3,copy_frequency_all,score_season1,score_season2,score_season3,score_s1_s2_averaged,rank_season1,rank_season2,rank_season3,rank_s1_s2_averaged,collectivist_average,individualist_average,horizontal_average,vertical_average,collectivist_reversed,individualist_reversed,horizontal_reversed,vertical_reversed,culture_numeric,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,s1_copybest_propofcopies,s1_copybest_propof29,s2_copybest_propofcopies,s3_copybest_propofcopies,s2_copybest_propof29,s3_copybest_propof29,s1s2_score,s1s2_copies,best_dem_S1S2,best_dem_S1,best_dem_S2,best_dem_S3,s1s2_score_weighted,s1_score_weighted,s2_score_weighted,s3_score_weighted
260,1H022  ,60813 ,SL       ,HK,19,Male,0,0,6,5,6,6,12,0,0.206896551724138,0.206896551724138,0.137931034482759,25551.1,21390.3,20145.9,23470.5,1,4,1,2.5,4,1.666666667,3,3,3,5.333333333,4,4,Hong Kong,3,5,3,2,2,6,1,2,1,2,6,2,5,2,NA,0,0.833333333333333,1,0.172413793103448,0.206896551724138,23470.7,3,22533,22123,23691,19856,1.04161452092487,1.15495638023776,0.902887172343928,1.01460012087027
261,1H023  ,60813 ,SL       ,HK,19,Male,1,0,0,0,0,0,1,0.0344827586206897,0,0,0.0114942528735632,22203.8,25208.7,12696.3,23706.5,1,1,6,1,4.75,1.833333333,3.142857143,3.857142857,2.25,5.166666667,3.857142857,3.142857143,Hong Kong,3,6,6,5,2,4,2,4,3,2,4,1,6,1,0,0,NA,NA,0,0,23706.25,0.5,22533,22123,23691,19856,1.05206807793015,1.00365230755323,1.06406230214005,0.639418815471394
262,2H022  ,60813 ,SL       ,HK,21,Female,6,6,14,12,12,9,32,0.206896551724138,0.482758620689655,0.413793103448276,0.367816091954023,21476.8,23111.8,18411,22294.5,2,3,3,2.5,3.5,2.5,2.857142857,3.285714286,3.5,4.5,4.142857143,3.714285714,Hong Kong,3,6,5,3,3,4,2,2,5,2,2,1,3,2,1,0.206896551724138,0.857142857142857,0.75,0.413793103448276,0.310344827586207,22294.3,10,22533,22123,23691,19856,0.989406648027338,0.97079057993943,0.975551897344983,0.92722602739726
263,1H024  ,70813 ,SL       ,HK,19,Male,1,1,1,1,3,3,5,0.0344827586206897,0.0344827586206897,0.103448275862069,0.0574712643678161,20777.2,20401.9,18141.6,20589.5,6,4,4,5,3.125,2.666666667,3.142857143,2.714285714,3.875,4.333333333,3.857142857,4.285714286,Hong Kong,2,2,5,4,3,3,4,3,4,3,4,1,2,1,1,0.0344827586206897,1,1,0.0344827586206897,0.103448275862069,20589.55,1,22533,22123,23691,19856,0.913750943061288,0.939167382362248,0.861166687771728,0.913658340048348
264,2H023  ,70813 ,SL       ,HK,19,Female,5,4,2,2,0,0,7,0.172413793103448,0.0689655172413793,0,0.0804597701149425,20473.5,23209.4,20610.4,21841.5,6,2,1,4,3.75,1.666666667,2.571428571,3.142857143,3.25,5.333333333,4.428571429,3.857142857,Hong Kong,5,5,2,2,2,4,2,3,1,2,3,1,6,2,0.8,0.137931034482759,1,NA,0.0689655172413793,0,21841.45,3.5,22533,22123,23691,19856,0.969309457240492,0.925439587759345,0.979671605250939,1.03799355358582
265,2H024  ,70813 ,SL       ,HK,20,Female,9,7,17,16,6,6,32,0.310344827586207,0.586206896551724,0.206896551724138,0.367816091954023,21847.7,22990.2,21850.7,22419,2,3,1,2.5,3.25,3.166666667,3,3.428571429,3.75,3.833333333,4,3.571428571,Hong Kong,3,5,3,2,5,4,3,2,4,2,3,2,4,3,0.777777777777778,0.241379310344828,0.941176470588235,1,0.551724137931034,0.206896551724138,22418.95,13,22533,22123,23691,19856,0.994938534593707,0.987555937259865,0.970419146511333,1.10045829975826
266,2H025  ,70813 ,SL       ,HK,20,Female,3,1,0,0,9,4,12,0.103448275862069,0,0.310344827586207,0.137931034482759,17909.3,18413.3,16963.6,18161,6,4,5,5,3.625,3.666666667,3.285714286,4,3.375,3.333333333,3.714285714,3,Hong Kong,3,5,2,3,4,4,3,3,3,5,4,3,5,4,0.333333333333333,0.0344827586206897,NA,0.444444444444444,0,0.137931034482759,18161.3,1.5,22533,22123,23691,19856,0.805986774952292,0.809533065135831,0.777227639187877,0.854331184528606
267,2H026  ,70813 ,SL       ,HK,20,Female,0,0,0,0,0,0,0,0,0,0,0,22504.1,22191,18244.7,22347.5,1,3,4,2,3.375,2.666666667,2.714285714,3.428571429,3.625,4.333333333,4.285714286,3.571428571,Hong Kong,4,5,3,1,2,4,3,2,4,3,2,1,6,3,NA,0,NA,NA,0,0,22347.55,0,22533,22123,23691,19856,0.9917698486664,1.0172264159472,0.936684817019121,0.918850725221595
268,1H025  ,70813 ,SL       ,HK,20,Male,0,0,0,0,0,0,0,0,0,0,0,21883.6,16831.7,15055.6,19358,2,6,6,4,2.875,2.833333333,2.714285714,3,4.125,4.166666667,4.285714286,4,Hong Kong,5,2,1,1,3,3,2,2,1,3,4,3,5,5,NA,0,NA,NA,0,0,19357.65,0,22533,22123,23691,19856,0.859080015976568,0.989178682818786,0.710468110252839,0.758239323126511
269,1H026  ,70813 ,SL       ,HK,19,Male,0,0,0,0,0,0,0,0,0,0,0,22301.5,18714.4,21370.3,20508,1,4,1,2.5,2.875,3.333333333,2.857142857,3.285714286,4.125,3.666666667,4.142857143,3.714285714,Hong Kong,3,3,3,2,3,2,2,3,5,3,2,4,5,3,NA,0,NA,NA,0,0,20507.95,0,22533,22123,23691,19856,0.910129587715795,1.00806852596845,0.789937106918239,1.07626410153102
270,1H027  ,70813 ,SL       ,HK,19,Male,1,1,5,3,7,7,13,0.0344827586206897,0.172413793103448,0.241379310344828,0.149425287356322,22745.9,23205.3,19085.1,22975.5,1,2,2,1.5,4.375,2.333333333,3.142857143,3.857142857,2.625,4.666666667,3.857142857,3.142857143,Hong Kong,2,7,5,4,3,4,5,4,2,2,4,1,5,1,1,0.0344827586206897,0.6,1,0.103448275862069,0.241379310344828,22975.6,3,22533,22123,23691,19856,1.01964230240092,1.02815621751119,0.979498543750791,0.961175463336019
271,1H028  ,80813 ,SL       ,HK,19,Male,11,7,3,2,10,9,24,0.379310344827586,0.103448275862069,0.344827586206897,0.275862068965517,21869.1,19497.7,19580.1,20683.5,2,4,2,3,4.75,3.833333333,4.571428571,4.142857143,2.25,3.166666667,2.428571429,2.857142857,Hong Kong,5,6,5,3,6,6,6,3,5,2,5,2,5,2,0.636363636363636,0.241379310344828,0.666666666666667,0.9,0.0689655172413793,0.310344827586207,20683.4,7,22533,22123,23691,19856,0.917915945502152,0.988523256339556,0.823000295470854,0.986104955680902
272,1H029  ,80813 ,SL       ,HK,24,Male,9,9,8,8,8,7,25,0.310344827586207,0.275862068965517,0.275862068965517,0.28735632183908,22151.3,22691.6,20415.9,22421.5,1,3,1,2,2.375,2.5,2.142857143,2.714285714,4.625,4.5,4.857142857,4.285714286,Hong Kong,2,3,2,1,4,3,3,1,3,1,2,1,5,3,1,0.310344827586207,1,0.875,0.275862068965517,0.241379310344828,22421.45,8.5,22533,22123,23691,19856,0.995049482980517,1.00127921168015,0.95781520408594,1.02819802578566
273,1H030  ,80813 ,SL       ,HK,24,Male,5,4,1,1,8,3,14,0.172413793103448,0.0344827586206897,0.275862068965517,0.160919540229885,20362.2,22286.2,17727.1,21324,6,3,4,4.5,2.625,2.833333333,2.571428571,2.857142857,4.375,4.166666667,4.428571429,4.142857143,Hong Kong,2,5,2,2,3,2,1,2,5,3,3,3,3,2,0.8,0.137931034482759,1,0.375,0.0344827586206897,0.103448275862069,21324.2,3,22533,22123,23691,19856,0.946354236009408,0.92040862450843,0.940703220632308,0.892783037872683
274,1H031  ,80813 ,SL       ,HK,18,Male,6,5,7,7,18,14,31,0.206896551724138,0.241379310344828,0.620689655172414,0.35632183908046,21371,21247.4,18614.2,21309,5,4,3,4.5,3.125,2.166666667,2.857142857,2.571428571,3.875,4.833333333,4.142857143,4.428571429,Hong Kong,3,3,2,2,2,3,1,2,4,2,5,2,5,2,0.833333333333333,0.172413793103448,1,0.777777777777778,0.241379310344828,0.482758620689655,21309.2,6.5,22533,22123,23691,19856,0.945688545688546,0.96600822673236,0.89685534591195,0.937459709911362
275,2H027  ,80813 ,SL       ,HK,19,Female,5,3,1,1,0,0,6,0.172413793103448,0.0344827586206897,0,0.0689655172413793,22511.4,21119.2,20343,21815,1,4,1,2.5,2.625,2.333333333,2.428571429,2.571428571,4.375,4.666666667,4.571428571,4.428571429,Hong Kong,2,2,3,3,3,3,3,2,2,2,3,1,3,3,0.6,0.103448275862069,1,NA,0.0344827586206897,0,21815.3,3,22533,22123,23691,19856,0.968148937114454,1.01755638927813,0.891444008273184,1.0245265914585
276,1H032  ,90813 ,SL       ,HK,21,Male,0,0,0,0,11,6,11,0,0,0.379310344827586,0.126436781609195,27812.7,19750.7,17853,23782,1,4,4,2.5,3,3,3,3,4,4,4,4,Hong Kong,3,3,2,3,4,3,4,2,4,2,3,1,5,3,NA,0,NA,0.545454545454545,0,0.206896551724138,23781.7,0,22533,22123,23691,19856,1.05541650024409,1.25718483026714,0.833679456333629,0.899123690572119
277,2H028  ,90813 ,SL       ,HK,18,Female,2,1,1,0,0,0,3,0.0689655172413793,0.0344827586206897,0,0.0344827586206897,19339.3,20714.8,20264.4,20027,6,4,1,5,3.125,2.666666667,2.285714286,3.571428571,3.875,4.333333333,4.714285714,3.428571429,Hong Kong,3,7,2,3,2,1,3,1,3,4,2,1,6,3,0.5,0.0344827586206897,0,NA,0,0,20027.05,1.5,22533,22123,23691,19856,0.888787556028935,0.874171676535732,0.874374234941539,1.0205680902498
278,2H029  ,90813 ,SL       ,HK,20,Female,25,7,26,20,28,16,79,0.862068965517241,0.896551724137931,0.96551724137931,0.908045977011494,20605.2,22172.6,18437.3,21389,6,3,3,4.5,4.375,3.333333333,3.857142857,4,2.625,3.666666667,3.142857143,3,Hong Kong,2,5,5,4,5,6,5,3,5,1,4,1,6,3,0.28,0.241379310344828,0.769230769230769,0.571428571428571,0.689655172413793,0.551724137931034,21388.9,25.5,22533,22123,23691,19856,0.949225580260063,0.931392668263798,0.935908150774556,0.928550564061241
279,2H030  ,90813 ,SL       ,HK,14,Female,0,0,0,0,1,1,1,0,0,0.0344827586206897,0.0114942528735632,19801.4,24326.5,18567.8,22064,6,1,3,3.5,3.25,3.166666667,3,3.428571429,3.75,3.833333333,4,3.571428571,Hong Kong,2,3,4,3,4,3,4,2,4,2,4,1,5,4,NA,0,NA,1,0,0.0344827586206897,22063.95,0,22533,22123,23691,19856,0.979183863666622,0.895059440401392,1.0268245325229,0.935122884770346
280,2H031  ,90813 ,SL       ,HK,21,Female,2,1,4,4,10,9,16,0.0689655172413793,0.137931034482759,0.344827586206897,0.183908045977011,15855.7,23182.5,17886.2,19519.5,6,3,4,4.5,2.625,2.333333333,2.428571429,2.571428571,4.375,4.666666667,4.571428571,4.428571429,Hong Kong,1,3,3,1,1,4,1,1,5,1,4,1,4,5,0.5,0.0344827586206897,1,0.9,0.137931034482759,0.310344827586207,19519.1,3,22533,22123,23691,19856,0.866245062796787,0.716706594946436,0.978536152969482,0.900795729250604
281,2H032  ,120813,SL       ,HK,22,Female,29,27,27,27,26,15,82,1,0.931034482758621,0.896551724137931,0.942528735632184,21956.9,23584,20649.3,22770.5,2,2,1,2,3,3,3.142857143,2.857142857,4,4,3.857142857,4.142857143,Hong Kong,2,1,2,3,4,4,5,3,4,2,3,1,6,2,0.931034482758621,0.931034482758621,1,0.576923076923077,0.931034482758621,0.517241379310345,22770.45,28,22533,22123,23691,19856,1.01053787777926,0.992491976675858,0.995483516947364,1.03995265914585
282,1H033  ,120813,SL       ,HK,22,Male,0,0,0,0,9,8,9,0,0,0.310344827586207,0.103448275862069,24800.8,25959.8,18470.2,25380.5,1,1,3,1,3.75,1.833333333,2.571428571,3.285714286,3.25,5.166666667,4.428571429,3.714285714,Hong Kong,3,5,3,2,2,4,2,3,1,1,5,1,5,4,NA,0,NA,0.888888888888889,0,0.275862068965517,25380.3,0,22533,22123,23691,19856,1.12636133670616,1.12104145007458,1.09576632476468,0.930207493956487
283,1H034  ,120813,SL       ,HK,23,Male,6,5,2,2,4,4,12,0.206896551724138,0.0689655172413793,0.137931034482759,0.137931034482759,18890.7,20877.4,17768.6,19884,6,4,4,5,3.125,3.333333333,3.142857143,3.285714286,3.875,3.666666667,3.857142857,3.714285714,Hong Kong,3,2,5,2,3,3,4,2,5,2,3,2,5,4,0.833333333333333,0.172413793103448,1,1,0.0689655172413793,0.137931034482759,19884.05,4,22533,22123,23691,19856,0.882441308303377,0.853894137323148,0.881237600776666,0.89487308622079
284,1H035  ,120813,SL       ,HK,21,Male,0,0,3,0,7,2,10,0,0.103448275862069,0.241379310344828,0.114942528735632,18764.2,20060.7,19012,19412.5,6,4,2,5,2.875,2.166666667,2.857142857,2.285714286,4.125,4.833333333,4.142857143,4.714285714,Hong Kong,3,4,3,2,1,3,2,3,3,2,3,4,2,1,NA,0,0,0.285714285714286,0,0.0689655172413793,19412.45,1.5,22533,22123,23691,19856,0.861512004615453,0.848176106314695,0.846764594149677,0.957493956486704
285,1H036  ,12081 ,SL       ,HK,20,Male,0,0,0,0,0,0,0,0,0,0,0,28478.6,21457.6,20562.9,24968.5,1,4,1,2.5,2.5,2.333333333,2.142857143,2.714285714,4.5,4.666666667,4.857142857,4.285714286,Hong Kong,2,3,3,2,3,2,3,1,3,2,2,1,5,2,NA,0,NA,NA,0,0,24968.1,0,22533,22123,23691,19856,1.10806816668886,1.28728472630294,0.90572791355367,1.03560132957293
286,1H037  ,130813,SL       ,HK,20,Male,0,0,0,0,3,2,3,0,0,0.103448275862069,0.0344827586206897,20114.6,21458,20587.8,20786.5,6,4,1,5,2.5,2,2.142857143,2.428571429,4.5,5,4.857142857,4.571428571,Hong Kong,2,3,2,4,3,1,3,3,2,1,2,1,3,2,NA,0,NA,0.666666666666667,0,0.0689655172413793,20786.3,0,22533,22123,23691,19856,0.922482581103271,0.909216652352755,0.905744797602465,1.03685535858179
287,2H033  ,130813,SL       ,HK,23,Female,1,0,4,4,4,3,9,0.0344827586206897,0.137931034482759,0.137931034482759,0.103448275862069,20374,23274.2,18864.8,21824,6,2,2,4,3.625,4.333333333,4,3.857142857,3.375,2.666666667,3,3.142857143,Hong Kong,5,3,3,3,5,4,5,3,4,5,4,3,4,4,0,0,1,0.75,0.137931034482759,0.103448275862069,21824.1,2.5,22533,22123,23691,19856,0.968539475436027,0.920942006057045,0.982406821155713,0.950080580177276
288,2H034  ,130813,SL       ,HK,22,Female,1,1,1,0,0,0,2,0.0344827586206897,0.0344827586206897,0,0.0229885057471264,20988.3,22954,20453.6,21971,5,3,1,4,2.5,2.833333333,2.285714286,3,4.5,4.166666667,4.714285714,4,Hong Kong,2,4,2,2,3,2,2,2,3,4,3,2,3,3,1,0.0344827586206897,0,NA,0,0,21971.15,1,22533,22123,23691,19856,0.975065459548218,0.94870948786331,0.968891140095395,1.03009669621273
289,1H038  ,130813,SL       ,HK,22,Male,8,8,3,3,5,5,16,0.275862068965517,0.103448275862069,0.172413793103448,0.183908045977011,20323.2,22305.1,19308,21314,6,3,2,4.5,2.75,2.5,2.571428571,2.714285714,4.25,4.5,4.428571429,4.285714286,Hong Kong,2,3,3,1,2,3,2,1,5,2,4,1,5,3,1,0.275862068965517,1,1,0.103448275862069,0.172413793103448,21314.15,5.5,22533,22123,23691,19856,0.94590822349443,0.918645753288433,0.941500991937867,0.972401289282836
290,2H035  ,140813,SL       ,HK,22,Female,1,0,1,0,3,0,5,0.0344827586206897,0.0344827586206897,0.103448275862069,0.0574712643678161,19726.7,24472.3,17065.2,22099.5,6,1,5,3.5,4,3,3.714285714,3.428571429,3,4,3.285714286,3.571428571,Hong Kong,3,5,3,4,3,5,6,3,3,2,4,1,5,3,0,0,0,0,0,0,22099.5,1,22533,22123,23691,19856,0.980761549727067,0.891682863987705,1.03297876830864,0.859448025785657
291,1H039  ,140813,SL       ,HK,24,Male,27,15,24,19,29,16,80,0.931034482758621,0.827586206896552,1,0.919540229885057,22178.4,24720.1,20114.1,23449,1,1,1,1,3.125,3.333333333,3.285714286,3.142857143,3.875,3.666666667,3.714285714,3.857142857,Hong Kong,2,2,4,3,2,2,4,3,5,3,3,4,6,2,0.555555555555556,0.517241379310345,0.791666666666667,0.551724137931034,0.655172413793103,0.551724137931034,23449.25,25.5,22533,22123,23691,19856,1.04066258376603,1.00250418116892,1.04343843653708,1.0129985898469
292,2H036  ,140813,SL       ,HK,21,Female,5,0,11,7,22,12,38,0.172413793103448,0.379310344827586,0.758620689655172,0.436781609195402,22260.5,22861,20261.2,22561,1,3,1,2,3.625,3.5,3,4.142857143,3.375,3.5,4,2.857142857,Hong Kong,3,3,5,4,6,4,3,2,3,3,3,1,5,5,0,0,0.636363636363636,0.545454545454545,0.241379310344828,0.413793103448276,22560.75,8,22533,22123,23691,19856,1.0012315270936,1.00621525109614,0.96496559875058,1.02040692989525
